"week","cell","split","group_num","cell_idx","feature_status","lifetime_weeks_EOL70"
"5","G23C1","train","23","1","ok","10.813"
"5","G23C2","train","23","2","ok","12.173"
"5","G23C3","train","23","3","ok","9.822"
"5","G23C4","train","23","4","ok","11.846"
"5","G24C1","train","24","1","ok","10.761"
"5","G24C2","train","24","2","ok","12.274"
"5","G24C3","train","24","3","ok","9.256"
"5","G24C4","train","24","4","ok","9.654"
"5","G25C1","train","25","1","ok","12.79"
"5","G25C2","train","25","2","ok","14.451"
"5","G25C3","train","25","3","ok","16.659"
"5","G25C4","train","25","4","ok","30.738"
"5","G26C1","fine_tune","26","1","ok","31.118"
"5","G26C2","fine_tune","26","2","ok","48.281"
"5","G26C4","test","26","4","ok","40.243"
"5","G27C1","train","27","1","ok","18.449"
"5","G27C2","train","27","2","ok","15.953"
"5","G27C3","train","27","3","ok","12.384"
"5","G27C4","train","27","4","ok","13.647"
"5","G28C1","train","28","1","ok","8.349"
"5","G28C2","train","28","2","ok","10.765"
"5","G28C3","train","28","3","ok","11.027"
"5","G28C4","train","28","4","ok","6.556"
"5","G29C1","train","29","1","ok","12.126"
"5","G29C2","train","29","2","ok","19.339"
"5","G29C3","train","29","3","ok","16.067"
"5","G29C4","train","29","4","ok","12.938"
"5","G3C1","fine_tune","3","1","ok","31.809"
"5","G3C2","fine_tune","3","2","ok","18.54"
"5","G3C3","test","3","3","ok","26.853"
"5","G3C4","test","3","4","ok","18.319"
"5","G30C1","train","30","1","ok","10.348"
"5","G30C2","train","30","2","ok","14.36"
"5","G30C3","train","30","3","ok","18.651"
"5","G30C4","train","30","4","ok","10.181"
"5","G31C1","train","31","1","ok","14.754"
"5","G31C2","train","31","2","ok","10.743"
"5","G31C3","train","31","3","ok","11.97"
"5","G31C4","train","31","4","ok","10.083"
"5","G32C1","train","32","1","ok","20.544"
"5","G32C2","train","32","2","ok","16.929"
"5","G32C3","train","32","3","ok","18.384"
"5","G32C4","train","32","4","ok","19.252"
"5","G33C1","train","33","1","ok","19.618"
"5","G33C2","train","33","2","ok","16.815"
"5","G33C3","train","33","3","ok","24.898"
"5","G33C4","train","33","4","ok","17.005"
"5","G34C1","fine_tune","34","1","ok","23.468"
"5","G34C2","fine_tune","34","2","ok","26.158"
"5","G34C3","test","34","3","ok","19.617"
"5","G34C4","test","34","4","ok","21.951"
"5","G35C1","train","35","1","ok","14.67"
"5","G35C2","train","35","2","ok","7.827"
"5","G35C3","train","35","3","ok","10.942"
"5","G35C4","train","35","4","ok","9.499"
"5","G36C1","train","36","1","ok","11.512"
"5","G36C2","train","36","2","ok","12.623"
"5","G36C3","train","36","3","ok","12.576"
"5","G36C4","train","36","4","ok","5.897"
"5","G37C1","train","37","1","ok","18.872"
"5","G37C2","train","37","2","ok","17.315"
"5","G37C3","train","37","3","ok","15.588"
"5","G37C4","train","37","4","ok","13.103"
"5","G38C1","train","38","1","ok","8.817"
"5","G38C2","train","38","2","ok","8.626"
"5","G38C3","train","38","3","ok","13.15"
"5","G38C4","train","38","4","ok","12.263"
"5","G39C1","train","39","1","ok","11.547"
"5","G39C2","train","39","2","ok","11.797"
"5","G39C3","train","39","3","ok","10.832"
"5","G39C4","train","39","4","ok","12.241"
"5","G4C1","fine_tune","4","1","ok","26.386"
"5","G4C2","fine_tune","4","2","ok","27.237"
"5","G4C3","test","4","3","ok","30.93"
"5","G4C4","test","4","4","ok","22.88"
"5","G40C1","fine_tune","40","1","ok","31.125"
"5","G40C2","fine_tune","40","2","ok","28.422"
"5","G40C3","test","40","3","ok","28.488"
"5","G40C4","test","40","4","ok","27.979"
"5","G41C1","train","41","1","ok","17.001"
"5","G41C2","train","41","2","ok","13.109"
"5","G41C3","train","41","3","ok","14.77"
"5","G41C4","train","41","4","ok","13.57"
"5","G42C1","fine_tune","42","1","ok","18.706"
"5","G42C2","fine_tune","42","2","ok","22.049"
"5","G42C3","test","42","3","ok","15.626"
"5","G42C4","test","42","4","ok","28.212"
"5","G43C1","fine_tune","43","1","ok","21.231"
"5","G43C2","fine_tune","43","2","ok","18.174"
"5","G43C3","test","43","3","ok","23.796"
"5","G43C4","test","43","4","ok","19.105"
"5","G44C1","fine_tune","44","1","ok","13.902"
"5","G44C2","fine_tune","44","2","ok","20.789"
"5","G44C3","test","44","3","ok","27.975"
"5","G44C4","test","44","4","ok","23.72"
"5","G45C1","train","45","1","ok","8.662"
"5","G45C2","train","45","2","ok","7.356"
"5","G45C3","train","45","3","ok","8.251"
"5","G45C4","train","45","4","ok","9.686"
"5","G46C1","train","46","1","ok","9.894"
"5","G46C2","train","46","2","ok","10.042"
"5","G46C3","train","46","3","ok","6.516"
"5","G46C4","train","46","4","ok","9.132"
"5","G47C1","train","47","1","ok","9.823"
"5","G47C2","train","47","2","ok","15.604"
"5","G47C3","train","47","3","ok","12.228"
"5","G47C4","train","47","4","ok","10.211"
"5","G48C1","train","48","1","ok","9.952"
"5","G48C2","train","48","2","ok","8.749"
"5","G48C3","train","48","3","ok","12.141"
"5","G48C4","train","48","4","ok","8.576"
"5","G49C1","fine_tune","49","1","ok","38.11"
"5","G49C2","fine_tune","49","2","ok","36.746"
"5","G49C3","test","49","3","ok","38.013"
"5","G49C4","test","49","4","ok","33.953"
"5","G5C1","train","5","1","ok","12.58"
"5","G5C2","train","5","2","ok","12.834"
"5","G5C3","train","5","3","ok","16.292"
"5","G5C4","train","5","4","ok","8.218"
"5","G50C1","fine_tune","50","1","ok","24.385"
"5","G50C2","fine_tune","50","2","ok","17.418"
"5","G50C3","test","50","3","ok","32.966"
"5","G50C4","test","50","4","ok","24.483"
"5","G51C1","train","51","1","ok","11.444"
"5","G51C2","train","51","2","ok","13.426"
"5","G51C3","train","51","3","ok","10.77"
"5","G51C4","train","51","4","ok","12.155"
"5","G52C1","train","52","1","ok","17.272"
"5","G52C2","train","52","2","ok","14.085"
"5","G52C3","train","52","3","ok","14.658"
"5","G52C4","train","52","4","ok","17.299"
"5","G53C4","train","53","4","ok","10.766"
"5","G54C1","fine_tune","54","1","ok","26.179"
"5","G54C2","fine_tune","54","2","ok","29.502"
"5","G54C3","test","54","3","ok","28.735"
"5","G54C4","test","54","4","ok","25.247"
"5","G55C1","train","55","1","ok","13.271"
"5","G55C2","train","55","2","ok","12.901"
"5","G55C3","train","55","3","ok","12.413"
"5","G55C4","train","55","4","ok","12.373"
"5","G56C1","train","56","1","ok","22.031"
"5","G56C2","train","56","2","ok","20.44"
"5","G56C3","train","56","3","ok","15.793"
"5","G56C4","train","56","4","ok","17.047"
"5","G57C3","fine_tune","57","3","ok","37.507"
"5","G58C1","train","58","1","ok","27.413"
"5","G58C2","train","58","2","ok","14.008"
"5","G58C3","train","58","3","ok","17.241"
"5","G58C4","train","58","4","ok","18.974"
"5","G59C1","fine_tune","59","1","ok","30.067"
"5","G59C2","fine_tune","59","2","ok","27.044"
"5","G59C3","test","59","3","ok","22.432"
"5","G59C4","test","59","4","ok","24.134"
"5","G6C1","fine_tune","6","1","ok","35.971"
"5","G6C2","fine_tune","6","2","ok","45.678"
"5","G6C4","test","6","4","ok","38.443"
"5","G60C1","train","60","1","ok","13.048"
"5","G60C2","train","60","2","ok","11.489"
"5","G60C3","train","60","3","ok","8.615"
"5","G60C4","train","60","4","ok","9.905"
"5","G61C2","train","61","2","ok","14.086"
"5","G61C3","train","61","3","ok","8.528"
"5","G61C4","train","61","4","ok","13.197"
"5","G62C1","train","62","1","ok","15.757"
"5","G62C2","train","62","2","ok","11.8"
"5","G62C3","train","62","3","ok","12.229"
"5","G62C4","train","62","4","ok","7.807"
"5","G63C1","train","63","1","ok","7.694"
"5","G63C2","train","63","2","ok","7.662"
"5","G63C3","train","63","3","ok","11.051"
"5","G63C4","train","63","4","ok","15.09"
"5","G64C1","train","64","1","ok","7.6"
"5","G64C2","train","64","2","ok","6.446"
"5","G64C3","train","64","3","ok","8.903"
"5","G64C4","train","64","4","ok","10.016"
"5","G7C1","fine_tune","7","1","ok","22.278"
"5","G7C2","fine_tune","7","2","ok","22.74"
"5","G7C3","test","7","3","ok","37.359"
"5","G7C4","test","7","4","ok","26.862"
"5","G8C1","train","8","1","ok","12.666"
"5","G8C2","train","8","2","ok","15.549"
"5","G8C3","train","8","3","ok","23.045"
"5","G8C4","train","8","4","ok","21.183"
"5","G9C1","train","9","1","ok","6.711"
"5","G9C2","train","9","2","ok","6.332"
"5","G9C3","train","9","3","ok","7.948"
"5","G9C4","train","9","4","ok","5.204"
"6","G1C1","fine_tune","1","1","ok","48.923"
"6","G1C4","test","1","4","ok","32.002"
"6","G10C1","train","10","1","ok","15.384"
"6","G10C2","train","10","2","ok","20.239"
"6","G10C3","train","10","3","ok","14.274"
"6","G10C4","train","10","4","ok","26.019"
"6","G12C1","train","12","1","ok","17.066"
"6","G12C2","train","12","2","ok","9.775"
"6","G12C3","train","12","3","ok","18.249"
"6","G12C4","train","12","4","ok","23.482"
"6","G13C1","train","13","1","ok","13.4"
"6","G13C2","train","13","2","ok","19.816"
"6","G13C3","train","13","3","ok","14.673"
"6","G13C4","train","13","4","ok","12.518"
"6","G16C1","train","16","1","ok","15.427"
"6","G16C2","train","16","2","ok","16.803"
"6","G16C3","train","16","3","ok","16.469"
"6","G16C4","train","16","4","ok","15.966"
"6","G17C1","train","17","1","ok","17.693"
"6","G17C2","train","17","2","ok","17.931"
"6","G17C3","train","17","3","ok","20.163"
"6","G17C4","train","17","4","ok","15.718"
"6","G18C2","fine_tune","18","2","ok","21.392"
"6","G18C3","fine_tune","18","3","ok","21.186"
"6","G18C4","test","18","4","ok","18.14"
"6","G19C1","train","19","1","ok","10.322"
"6","G19C2","train","19","2","ok","7.869"
"6","G19C3","train","19","3","ok","12.207"
"6","G2C1","fine_tune","2","1","ok","24.14"
"6","G2C2","fine_tune","2","2","ok","27.994"
"6","G2C3","test","2","3","ok","28.308"
"6","G2C4","test","2","4","ok","26.452"
"6","G20C1","train","20","1","ok","8.35"
"6","G20C2","train","20","2","ok","9.577"
"6","G20C3","train","20","3","ok","14.895"
"6","G20C4","train","20","4","ok","15.71"
"6","G21C1","train","21","1","ok","10.91"
"6","G21C2","train","21","2","ok","16.85"
"6","G21C3","train","21","3","ok","13.414"
"6","G21C4","train","21","4","ok","12.086"
"6","G22C1","train","22","1","ok","11.055"
"6","G22C3","train","22","3","ok","11.52"
"6","G22C4","train","22","4","ok","9.774"
"6","G23C1","train","23","1","ok","10.813"
"6","G23C2","train","23","2","ok","12.173"
"6","G23C3","train","23","3","ok","9.822"
"6","G23C4","train","23","4","ok","11.846"
"6","G24C1","train","24","1","ok","10.761"
"6","G24C2","train","24","2","ok","12.274"
"6","G24C3","train","24","3","ok","9.256"
"6","G24C4","train","24","4","ok","9.654"
"6","G25C1","train","25","1","ok","12.79"
"6","G25C2","train","25","2","ok","14.451"
"6","G25C3","train","25","3","ok","16.659"
"6","G25C4","train","25","4","ok","30.738"
"6","G26C1","fine_tune","26","1","ok","31.118"
"6","G26C2","fine_tune","26","2","ok","48.281"
"6","G26C4","test","26","4","ok","40.243"
"6","G27C1","train","27","1","ok","18.449"
"6","G27C2","train","27","2","ok","15.953"
"6","G27C3","train","27","3","ok","12.384"
"6","G27C4","train","27","4","ok","13.647"
"6","G28C1","train","28","1","ok","8.349"
"6","G28C2","train","28","2","ok","10.765"
"6","G28C3","train","28","3","ok","11.027"
"6","G28C4","train","28","4","ok","6.556"
"6","G29C1","train","29","1","ok","12.126"
"6","G29C2","train","29","2","ok","19.339"
"6","G29C3","train","29","3","ok","16.067"
"6","G29C4","train","29","4","ok","12.938"
"6","G3C1","fine_tune","3","1","ok","31.809"
"6","G3C2","fine_tune","3","2","ok","18.54"
"6","G3C3","test","3","3","ok","26.853"
"6","G3C4","test","3","4","ok","18.319"
"6","G30C1","train","30","1","ok","10.348"
"6","G30C2","train","30","2","ok","14.36"
"6","G30C3","train","30","3","ok","18.651"
"6","G30C4","train","30","4","ok","10.181"
"6","G31C1","train","31","1","ok","14.754"
"6","G31C2","train","31","2","ok","10.743"
"6","G31C3","train","31","3","ok","11.97"
"6","G31C4","train","31","4","ok","10.083"
"6","G32C1","train","32","1","ok","20.544"
"6","G32C2","train","32","2","ok","16.929"
"6","G32C3","train","32","3","ok","18.384"
"6","G32C4","train","32","4","ok","19.252"
"6","G33C1","train","33","1","ok","19.618"
"6","G33C2","train","33","2","ok","16.815"
"6","G33C3","train","33","3","ok","24.898"
"6","G33C4","train","33","4","ok","17.005"
"6","G34C1","fine_tune","34","1","ok","23.468"
"6","G34C2","fine_tune","34","2","ok","26.158"
"6","G34C3","test","34","3","ok","19.617"
"6","G34C4","test","34","4","ok","21.951"
"6","G35C1","train","35","1","ok","14.67"
"6","G35C2","train","35","2","ok","7.827"
"6","G35C3","train","35","3","ok","10.942"
"6","G35C4","train","35","4","ok","9.499"
"6","G36C1","train","36","1","ok","11.512"
"6","G36C2","train","36","2","ok","12.623"
"6","G36C3","train","36","3","ok","12.576"
"6","G37C1","train","37","1","ok","18.872"
"6","G37C2","train","37","2","ok","17.315"
"6","G37C3","train","37","3","ok","15.588"
"6","G37C4","train","37","4","ok","13.103"
"6","G38C1","train","38","1","ok","8.817"
"6","G38C2","train","38","2","ok","8.626"
"6","G38C3","train","38","3","ok","13.15"
"6","G38C4","train","38","4","ok","12.263"
"6","G39C1","train","39","1","ok","11.547"
"6","G39C2","train","39","2","ok","11.797"
"6","G39C3","train","39","3","ok","10.832"
"6","G39C4","train","39","4","ok","12.241"
"6","G4C1","fine_tune","4","1","ok","26.386"
"6","G4C2","fine_tune","4","2","ok","27.237"
"6","G4C3","test","4","3","ok","30.93"
"6","G4C4","test","4","4","ok","22.88"
"6","G40C1","fine_tune","40","1","ok","31.125"
"6","G40C2","fine_tune","40","2","ok","28.422"
"6","G40C3","test","40","3","ok","28.488"
"6","G40C4","test","40","4","ok","27.979"
"6","G41C1","train","41","1","ok","17.001"
"6","G41C2","train","41","2","ok","13.109"
"6","G41C3","train","41","3","ok","14.77"
"6","G41C4","train","41","4","ok","13.57"
"6","G42C1","fine_tune","42","1","ok","18.706"
"6","G42C2","fine_tune","42","2","ok","22.049"
"6","G42C3","test","42","3","ok","15.626"
"6","G42C4","test","42","4","ok","28.212"
"6","G43C1","fine_tune","43","1","ok","21.231"
"6","G43C2","fine_tune","43","2","ok","18.174"
"6","G43C3","test","43","3","ok","23.796"
"6","G43C4","test","43","4","ok","19.105"
"6","G44C1","fine_tune","44","1","ok","13.902"
"6","G44C2","fine_tune","44","2","ok","20.789"
"6","G44C3","test","44","3","ok","27.975"
"6","G44C4","test","44","4","ok","23.72"
"6","G45C1","train","45","1","ok","8.662"
"6","G45C2","train","45","2","ok","7.356"
"6","G45C3","train","45","3","ok","8.251"
"6","G45C4","train","45","4","ok","9.686"
"6","G46C1","train","46","1","ok","9.894"
"6","G46C2","train","46","2","ok","10.042"
"6","G46C3","train","46","3","ok","6.516"
"6","G46C4","train","46","4","ok","9.132"
"6","G47C1","train","47","1","ok","9.823"
"6","G47C2","train","47","2","ok","15.604"
"6","G47C3","train","47","3","ok","12.228"
"6","G47C4","train","47","4","ok","10.211"
"6","G48C1","train","48","1","ok","9.952"
"6","G48C2","train","48","2","ok","8.749"
"6","G48C3","train","48","3","ok","12.141"
"6","G48C4","train","48","4","ok","8.576"
"6","G49C1","fine_tune","49","1","ok","38.11"
"6","G49C2","fine_tune","49","2","ok","36.746"
"6","G49C3","test","49","3","ok","38.013"
"6","G49C4","test","49","4","ok","33.953"
"6","G5C1","train","5","1","ok","12.58"
"6","G5C2","train","5","2","ok","12.834"
"6","G5C3","train","5","3","ok","16.292"
"6","G5C4","train","5","4","ok","8.218"
"6","G50C1","fine_tune","50","1","ok","24.385"
"6","G50C2","fine_tune","50","2","ok","17.418"
"6","G50C3","test","50","3","ok","32.966"
"6","G50C4","test","50","4","ok","24.483"
"6","G51C1","train","51","1","ok","11.444"
"6","G51C2","train","51","2","ok","13.426"
"6","G51C3","train","51","3","ok","10.77"
"6","G51C4","train","51","4","ok","12.155"
"6","G52C1","train","52","1","ok","17.272"
"6","G52C2","train","52","2","ok","14.085"
"6","G52C3","train","52","3","ok","14.658"
"6","G52C4","train","52","4","ok","17.299"
"6","G53C4","train","53","4","ok","10.766"
"6","G54C1","fine_tune","54","1","ok","26.179"
"6","G54C2","fine_tune","54","2","ok","29.502"
"6","G54C3","test","54","3","ok","28.735"
"6","G54C4","test","54","4","ok","25.247"
"6","G55C1","train","55","1","ok","13.271"
"6","G55C2","train","55","2","ok","12.901"
"6","G55C3","train","55","3","ok","12.413"
"6","G55C4","train","55","4","ok","12.373"
"6","G56C1","train","56","1","ok","22.031"
"6","G56C2","train","56","2","ok","20.44"
"6","G56C3","train","56","3","ok","15.793"
"6","G56C4","train","56","4","ok","17.047"
"6","G57C3","fine_tune","57","3","ok","37.507"
"6","G58C1","train","58","1","ok","27.413"
"6","G58C2","train","58","2","ok","14.008"
"6","G58C3","train","58","3","ok","17.241"
"6","G58C4","train","58","4","ok","18.974"
"6","G59C1","fine_tune","59","1","ok","30.067"
"6","G59C2","fine_tune","59","2","ok","27.044"
"6","G59C3","test","59","3","ok","22.432"
"6","G59C4","test","59","4","ok","24.134"
"6","G6C1","fine_tune","6","1","ok","35.971"
"6","G6C2","fine_tune","6","2","ok","45.678"
"6","G6C4","test","6","4","ok","38.443"
"6","G60C1","train","60","1","ok","13.048"
"6","G60C2","train","60","2","ok","11.489"
"6","G60C3","train","60","3","ok","8.615"
"6","G60C4","train","60","4","ok","9.905"
"6","G61C2","train","61","2","ok","14.086"
"6","G61C3","train","61","3","ok","8.528"
"6","G61C4","train","61","4","ok","13.197"
"6","G62C1","train","62","1","ok","15.757"
"6","G62C2","train","62","2","ok","11.8"
"6","G62C3","train","62","3","ok","12.229"
"6","G62C4","train","62","4","ok","7.807"
"6","G63C1","train","63","1","ok","7.694"
"6","G63C2","train","63","2","ok","7.662"
"6","G63C3","train","63","3","ok","11.051"
"6","G63C4","train","63","4","ok","15.09"
"6","G64C1","train","64","1","ok","7.6"
"6","G64C2","train","64","2","ok","6.446"
"6","G64C3","train","64","3","ok","8.903"
"6","G64C4","train","64","4","ok","10.016"
"6","G7C1","fine_tune","7","1","ok","22.278"
"6","G7C2","fine_tune","7","2","ok","22.74"
"6","G7C3","test","7","3","ok","37.359"
"6","G7C4","test","7","4","ok","26.862"
"6","G8C1","train","8","1","ok","12.666"
"6","G8C2","train","8","2","ok","15.549"
"6","G8C3","train","8","3","ok","23.045"
"6","G8C4","train","8","4","ok","21.183"
"6","G9C1","train","9","1","ok","6.711"
"6","G9C2","train","9","2","ok","6.332"
"6","G9C3","train","9","3","ok","7.948"
"7","G1C1","fine_tune","1","1","ok","48.923"
"7","G1C4","test","1","4","ok","32.002"
"7","G10C1","train","10","1","ok","15.384"
"7","G10C2","train","10","2","ok","20.239"
"7","G10C3","train","10","3","ok","14.274"
"7","G10C4","train","10","4","ok","26.019"
"7","G12C1","train","12","1","ok","17.066"
"7","G12C2","train","12","2","ok","9.775"
"7","G12C3","train","12","3","ok","18.249"
"7","G12C4","train","12","4","ok","23.482"
"7","G13C1","train","13","1","ok","13.4"
"7","G13C2","train","13","2","ok","19.816"
"7","G13C3","train","13","3","ok","14.673"
"7","G13C4","train","13","4","ok","12.518"
"7","G16C1","train","16","1","ok","15.427"
"7","G16C2","train","16","2","ok","16.803"
"7","G16C3","train","16","3","ok","16.469"
"7","G16C4","train","16","4","ok","15.966"
"7","G17C1","train","17","1","ok","17.693"
"7","G17C2","train","17","2","ok","17.931"
"7","G17C3","train","17","3","ok","20.163"
"7","G17C4","train","17","4","ok","15.718"
"7","G18C2","fine_tune","18","2","ok","21.392"
"7","G18C3","fine_tune","18","3","ok","21.186"
"7","G18C4","test","18","4","ok","18.14"
"7","G19C1","train","19","1","ok","10.322"
"7","G19C2","train","19","2","ok","7.869"
"7","G19C3","train","19","3","ok","12.207"
"7","G2C1","fine_tune","2","1","ok","24.14"
"7","G2C2","fine_tune","2","2","ok","27.994"
"7","G2C3","test","2","3","ok","28.308"
"7","G2C4","test","2","4","ok","26.452"
"7","G20C2","train","20","2","ok","9.577"
"7","G20C3","train","20","3","ok","14.895"
"7","G20C4","train","20","4","ok","15.71"
"7","G21C1","train","21","1","ok","10.91"
"7","G21C2","train","21","2","ok","16.85"
"7","G21C3","train","21","3","ok","13.414"
"7","G21C4","train","21","4","ok","12.086"
"7","G22C1","train","22","1","ok","11.055"
"7","G22C3","train","22","3","ok","11.52"
"7","G22C4","train","22","4","ok","9.774"
"7","G23C1","train","23","1","ok","10.813"
"7","G23C2","train","23","2","ok","12.173"
"7","G23C3","train","23","3","ok","9.822"
"7","G23C4","train","23","4","ok","11.846"
"7","G24C1","train","24","1","ok","10.761"
"7","G24C2","train","24","2","ok","12.274"
"7","G24C3","train","24","3","ok","9.256"
"7","G24C4","train","24","4","ok","9.654"
"7","G25C1","train","25","1","ok","12.79"
"7","G25C2","train","25","2","ok","14.451"
"7","G25C3","train","25","3","ok","16.659"
"7","G25C4","train","25","4","ok","30.738"
"7","G26C1","fine_tune","26","1","ok","31.118"
"7","G26C2","test","26","2","ok","48.281"
"7","G26C4","test","26","4","ok","40.243"
"7","G27C1","train","27","1","ok","18.449"
"7","G27C2","train","27","2","ok","15.953"
"7","G27C3","train","27","3","ok","12.384"
"7","G27C4","train","27","4","ok","13.647"
"7","G28C1","train","28","1","ok","8.349"
"7","G28C2","train","28","2","ok","10.765"
"7","G28C3","train","28","3","ok","11.027"
"7","G29C1","train","29","1","ok","12.126"
"7","G29C2","train","29","2","ok","19.339"
"7","G29C3","train","29","3","ok","16.067"
"7","G29C4","train","29","4","ok","12.938"
"7","G3C1","fine_tune","3","1","ok","31.809"
"7","G3C2","fine_tune","3","2","ok","18.54"
"7","G3C3","test","3","3","ok","26.853"
"7","G3C4","test","3","4","ok","18.319"
"7","G30C1","train","30","1","ok","10.348"
"7","G30C2","train","30","2","ok","14.36"
"7","G30C3","train","30","3","ok","18.651"
"7","G30C4","train","30","4","ok","10.181"
"7","G31C1","train","31","1","ok","14.754"
"7","G31C2","train","31","2","ok","10.743"
"7","G31C3","train","31","3","ok","11.97"
"7","G31C4","train","31","4","ok","10.083"
"7","G32C1","train","32","1","ok","20.544"
"7","G32C2","train","32","2","ok","16.929"
"7","G32C3","train","32","3","ok","18.384"
"7","G32C4","train","32","4","ok","19.252"
"7","G33C1","train","33","1","ok","19.618"
"7","G33C2","train","33","2","ok","16.815"
"7","G33C3","train","33","3","ok","24.898"
"7","G33C4","train","33","4","ok","17.005"
"7","G34C1","fine_tune","34","1","ok","23.468"
"7","G34C2","fine_tune","34","2","ok","26.158"
"7","G34C3","test","34","3","ok","19.617"
"7","G34C4","test","34","4","ok","21.951"
"7","G35C1","train","35","1","ok","14.67"
"7","G35C2","train","35","2","ok","7.827"
"7","G35C3","train","35","3","ok","10.942"
"7","G35C4","train","35","4","ok","9.499"
"7","G36C1","train","36","1","ok","11.512"
"7","G36C2","train","36","2","ok","12.623"
"7","G36C3","train","36","3","ok","12.576"
"7","G37C1","train","37","1","ok","18.872"
"7","G37C2","train","37","2","ok","17.315"
"7","G37C3","train","37","3","ok","15.588"
"7","G37C4","train","37","4","ok","13.103"
"7","G38C1","train","38","1","ok","8.817"
"7","G38C2","train","38","2","ok","8.626"
"7","G38C3","train","38","3","ok","13.15"
"7","G38C4","train","38","4","ok","12.263"
"7","G39C1","train","39","1","ok","11.547"
"7","G39C2","train","39","2","ok","11.797"
"7","G39C3","train","39","3","ok","10.832"
"7","G39C4","train","39","4","ok","12.241"
"7","G4C1","fine_tune","4","1","ok","26.386"
"7","G4C2","fine_tune","4","2","ok","27.237"
"7","G4C3","test","4","3","ok","30.93"
"7","G4C4","test","4","4","ok","22.88"
"7","G40C1","fine_tune","40","1","ok","31.125"
"7","G40C2","fine_tune","40","2","ok","28.422"
"7","G40C3","test","40","3","ok","28.488"
"7","G40C4","test","40","4","ok","27.979"
"7","G41C1","train","41","1","ok","17.001"
"7","G41C2","train","41","2","ok","13.109"
"7","G41C3","train","41","3","ok","14.77"
"7","G41C4","train","41","4","ok","13.57"
"7","G42C1","fine_tune","42","1","ok","18.706"
"7","G42C2","fine_tune","42","2","ok","22.049"
"7","G42C3","test","42","3","ok","15.626"
"7","G42C4","test","42","4","ok","28.212"
"7","G43C1","fine_tune","43","1","ok","21.231"
"7","G43C2","fine_tune","43","2","ok","18.174"
"7","G43C3","test","43","3","ok","23.796"
"7","G43C4","test","43","4","ok","19.105"
"7","G44C1","fine_tune","44","1","ok","13.902"
"7","G44C2","fine_tune","44","2","ok","20.789"
"7","G44C3","test","44","3","ok","27.975"
"7","G44C4","test","44","4","ok","23.72"
"7","G45C1","train","45","1","ok","8.662"
"7","G45C2","train","45","2","ok","7.356"
"7","G45C3","train","45","3","ok","8.251"
"7","G45C4","train","45","4","ok","9.686"
"7","G46C1","train","46","1","ok","9.894"
"7","G46C2","train","46","2","ok","10.042"
"7","G46C3","train","46","3","ok","6.516"
"7","G46C4","train","46","4","ok","9.132"
"7","G47C1","train","47","1","ok","9.823"
"7","G47C2","train","47","2","ok","15.604"
"7","G47C3","train","47","3","ok","12.228"
"7","G47C4","train","47","4","ok","10.211"
"7","G48C1","train","48","1","ok","9.952"
"7","G48C2","train","48","2","ok","8.749"
"7","G48C3","train","48","3","ok","12.141"
"7","G48C4","train","48","4","ok","8.576"
"7","G49C1","fine_tune","49","1","ok","38.11"
"7","G49C2","fine_tune","49","2","ok","36.746"
"7","G49C3","test","49","3","ok","38.013"
"7","G49C4","test","49","4","ok","33.953"
"7","G5C1","train","5","1","ok","12.58"
"7","G5C2","train","5","2","ok","12.834"
